listing_id,country,city,zone_id,zone_name,level,property_type,class,bedrooms,surface_m2,price_total_eur,price_eur_m2,price_eur_m2_basis,currency,buyer_domicile,dom_days,gross_yield_pct,lat,lon,as_of,calibrated_on,price_confidence,surface_confidence,eur_m2_confidence,position_confidence,yield_confidence,synthetic
PT-aldoarfoznevogilde-0000,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T1,apartment,1,51,167218,3279,bati_habitable,EUR,nacional,86,4.26,41.16282,-8.61786,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0070,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,93,424528,4565,bati_habitable,EUR,nacional,93,5.89,41.16622,-8.60256,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0071,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T1,apartment,1,62,244328,3941,bati_habitable,EUR,estrangeiro,108,4.64,41.15695,-8.61867,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0072,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,65,297348,4575,bati_habitable,EUR,nacional,76,3.97,41.18039,-8.60913,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0073,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T3,apartment,3,95,297702,3134,bati_habitable,EUR,nacional,59,4.38,41.15969,-8.6575,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0074,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,82,392993,4793,bati_habitable,EUR,nacional,74,4.79,41.1814,-8.63462,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0075,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,73,236796,3244,bati_habitable,EUR,nacional,106,4.58,41.15331,-8.61875,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0076,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T4,apartment,4,124,581302,4688,bati_habitable,EUR,nacional,116,4.75,41.16547,-8.61464,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0077,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T3,apartment,3,111,377416,3400,bati_habitable,EUR,estrangeiro,48,5.56,41.15717,-8.61881,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0078,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T1,apartment,1,38,213554,5620,bati_habitable,EUR,nacional,40,5.35,41.13919,-8.6042,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0079,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T1,apartment,1,45,181323,4029,bati_habitable,EUR,nacional,64,4.18,41.12964,-8.61998,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0080,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T4,apartment,4,120,394305,3286,bati_habitable,EUR,estrangeiro,57,4.42,41.14665,-8.63259,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0081,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T3,apartment,3,119,474828,3990,bati_habitable,EUR,nacional,52,4.9,41.18472,-8.60649,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0082,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T3,apartment,3,99,361113,3648,bati_habitable,EUR,nacional,100,4.68,41.16908,-8.62819,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0083,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T3,apartment,3,96,339198,3533,bati_habitable,EUR,nacional,91,4.72,41.16916,-8.62134,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0084,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T3,apartment,3,110,556059,5055,bati_habitable,EUR,nacional,65,4.79,41.16806,-8.64174,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0085,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,77,279911,3635,bati_habitable,EUR,nacional,92,4.72,41.15281,-8.62319,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0086,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T3,apartment,3,115,399853,3477,bati_habitable,EUR,nacional,65,5.06,41.14089,-8.6415,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0087,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,86,406457,4726,bati_habitable,EUR,nacional,46,4.93,41.15226,-8.62256,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0088,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,87,186219,2140,bati_habitable,EUR,nacional,76,5.04,41.14239,-8.63121,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0089,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,79,229280,2902,bati_habitable,EUR,nacional,85,4.41,41.11768,-8.62819,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0090,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T3,apartment,3,112,295593,2639,bati_habitable,EUR,nacional,51,5.05,41.14849,-8.62157,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0091,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T3,apartment,3,115,456419,3969,bati_habitable,EUR,nacional,91,4.05,41.17667,-8.61594,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0092,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T1,apartment,1,57,231250,4057,bati_habitable,EUR,nacional,144,4.68,41.14732,-8.62452,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0093,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,84,248786,2962,bati_habitable,EUR,nacional,79,5.0,41.14092,-8.63455,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0094,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,86,435547,5065,bati_habitable,EUR,nacional,76,5.39,41.14574,-8.60499,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0095,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T1,apartment,1,41,177061,4319,bati_habitable,EUR,nacional,53,5.29,41.19421,-8.60324,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0096,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T3,apartment,3,114,532807,4674,bati_habitable,EUR,nacional,76,6.95,41.17805,-8.63089,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0097,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,64,179426,2804,bati_habitable,EUR,estrangeiro,67,5.27,41.16311,-8.61202,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0098,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,105,383296,3650,bati_habitable,EUR,nacional,113,4.83,41.18677,-8.62168,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0099,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,95,469100,4938,bati_habitable,EUR,nacional,99,5.89,41.15692,-8.62693,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0100,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,81,279620,3452,bati_habitable,EUR,nacional,140,4.86,41.18877,-8.62641,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0101,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T1,apartment,1,50,205608,4112,bati_habitable,EUR,nacional,90,4.66,41.16467,-8.60144,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0102,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T4,apartment,4,149,741146,4974,bati_habitable,EUR,estrangeiro,102,5.39,41.1557,-8.60403,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0103,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,68,214404,3153,bati_habitable,EUR,nacional,65,4.67,41.157,-8.61119,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0104,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,68,181780,2673,bati_habitable,EUR,nacional,41,5.22,41.15359,-8.62173,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0105,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,82,326412,3981,bati_habitable,EUR,nacional,89,5.03,41.15778,-8.64438,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0106,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,72,263606,3661,bati_habitable,EUR,nacional,104,4.1,41.15342,-8.60202,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0107,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,98,429279,4380,bati_habitable,EUR,nacional,55,4.48,41.16129,-8.62128,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0108,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T1,apartment,1,52,221596,4261,bati_habitable,EUR,nacional,45,4.79,41.17229,-8.61878,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0109,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,93,403516,4339,bati_habitable,EUR,nacional,95,4.23,41.16661,-8.63388,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0110,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T3,apartment,3,126,504941,4007,bati_habitable,EUR,nacional,117,5.03,41.1589,-8.61038,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0111,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,73,238971,3274,bati_habitable,EUR,nacional,80,4.51,41.15772,-8.61545,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0112,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,83,291589,3513,bati_habitable,EUR,nacional,80,5.6,41.15988,-8.63421,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0113,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T1,apartment,1,46,155406,3378,bati_habitable,EUR,nacional,49,5.94,41.17859,-8.62602,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0114,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,83,331694,3996,bati_habitable,EUR,nacional,127,5.2,41.16581,-8.6181,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0115,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T3,apartment,3,109,302682,2777,bati_habitable,EUR,nacional,69,4.54,41.16963,-8.62624,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0116,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T1,apartment,1,51,235089,4610,bati_habitable,EUR,nacional,49,5.22,41.15125,-8.6211,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0117,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T3,apartment,3,131,488142,3726,bati_habitable,EUR,nacional,74,4.53,41.15544,-8.62426,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0118,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T1,apartment,1,47,134585,2864,bati_habitable,EUR,nacional,108,3.97,41.17865,-8.59662,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0119,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,84,451390,5374,bati_habitable,EUR,nacional,87,4.09,41.15126,-8.61815,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0120,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,91,397154,4364,bati_habitable,EUR,estrangeiro,79,5.62,41.19054,-8.60816,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0121,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,86,306818,3568,bati_habitable,EUR,nacional,46,3.9,41.15262,-8.63113,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0122,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,77,284934,3700,bati_habitable,EUR,nacional,80,5.48,41.17851,-8.60721,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0123,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T3,apartment,3,119,450352,3784,bati_habitable,EUR,nacional,82,4.62,41.18026,-8.64336,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0124,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,78,326443,4185,bati_habitable,EUR,nacional,47,3.85,41.15829,-8.62412,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0125,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T4,apartment,4,177,643643,3636,bati_habitable,EUR,estrangeiro,110,5.26,41.13804,-8.61063,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0126,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T2,apartment,2,95,495047,5211,bati_habitable,EUR,nacional,49,4.35,41.15902,-8.6134,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0127,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T3,apartment,3,124,559049,4508,bati_habitable,EUR,nacional,83,5.93,41.15839,-8.60824,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0128,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T1,apartment,1,56,212935,3802,bati_habitable,EUR,nacional,74,5.26,41.14404,-8.62782,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0129,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T3,apartment,3,98,506271,5166,bati_habitable,EUR,nacional,48,6.0,41.15827,-8.5897,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0130,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T3,apartment,3,105,462401,4404,bati_habitable,EUR,nacional,42,4.36,41.19229,-8.61908,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-aldoarfoznevogilde-0131,pt,porto,aldoarfoznevogilde,"Aldoar, Foz do Douro e Nevogilde",freguesia,Apartamento T4,apartment,4,136,393918,2896,bati_habitable,EUR,nacional,50,4.61,41.1348,-8.62591,2025-Q4,porto/aldoarfoznevogilde | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
