listing_id,country,city,zone_id,zone_name,level,property_type,class,bedrooms,surface_m2,price_total_eur,price_eur_m2,price_eur_m2_basis,currency,buyer_domicile,dom_days,gross_yield_pct,lat,lon,as_of,calibrated_on,price_confidence,surface_confidence,eur_m2_confidence,position_confidence,yield_confidence,synthetic
PT-ajuda-0000,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,113,602459,5331,bati_habitable,EUR,nacional,110,5.15,38.73112,-9.16166,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0083,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T2,apartment,2,65,281406,4329,bati_habitable,EUR,estrangeiro,98,4.68,38.69882,-9.13058,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0084,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T1,apartment,1,43,260626,6061,bati_habitable,EUR,nacional,89,5.35,38.72411,-9.13843,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0085,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T4,apartment,4,167,567924,3401,bati_habitable,EUR,nacional,48,4.41,38.71434,-9.1552,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0086,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T2,apartment,2,90,465871,5176,bati_habitable,EUR,nacional,70,4.94,38.70772,-9.14066,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0087,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,112,497226,4440,bati_habitable,EUR,nacional,94,4.37,38.70355,-9.13201,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0088,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T2,apartment,2,80,375790,4697,bati_habitable,EUR,nacional,57,4.9,38.73398,-9.14242,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0089,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,131,576456,4400,bati_habitable,EUR,nacional,64,4.68,38.74456,-9.13398,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0090,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,93,520508,5597,bati_habitable,EUR,nacional,86,5.39,38.7209,-9.17211,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0091,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,135,851691,6309,bati_habitable,EUR,nacional,39,4.84,38.70689,-9.12587,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0092,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T2,apartment,2,78,443312,5683,bati_habitable,EUR,estrangeiro,138,4.44,38.67687,-9.1151,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0093,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,113,586116,5187,bati_habitable,EUR,nacional,80,4.64,38.71792,-9.1456,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0094,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,149,777745,5220,bati_habitable,EUR,nacional,60,4.35,38.74322,-9.13857,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0095,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,101,405485,4015,bati_habitable,EUR,nacional,54,4.28,38.70913,-9.13174,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0096,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,101,832438,8242,bati_habitable,EUR,nacional,103,4.75,38.7357,-9.14958,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0097,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T2,apartment,2,64,368456,5757,bati_habitable,EUR,estrangeiro,135,5.12,38.72162,-9.11735,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0098,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,136,670261,4928,bati_habitable,EUR,nacional,95,3.52,38.72001,-9.13893,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0099,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T1,apartment,1,51,303429,5950,bati_habitable,EUR,nacional,78,5.47,38.73299,-9.12456,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0100,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T1,apartment,1,48,217434,4530,bati_habitable,EUR,estrangeiro,61,4.41,38.74823,-9.13899,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0101,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T1,apartment,1,60,349830,5831,bati_habitable,EUR,nacional,90,4.28,38.70699,-9.12059,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0102,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T2,apartment,2,75,357531,4767,bati_habitable,EUR,nacional,71,4.43,38.72391,-9.11201,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0103,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T1,apartment,1,45,294313,6540,bati_habitable,EUR,estrangeiro,74,4.3,38.71245,-9.1445,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0104,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T2,apartment,2,59,283508,4805,bati_habitable,EUR,estrangeiro,101,4.44,38.73125,-9.13025,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0105,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T2,apartment,2,67,334689,4995,bati_habitable,EUR,nacional,116,5.19,38.69899,-9.14886,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0106,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T4,apartment,4,121,540314,4465,bati_habitable,EUR,nacional,80,3.93,38.74284,-9.14527,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0107,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T1,apartment,1,56,220721,3941,bati_habitable,EUR,nacional,99,4.08,38.71981,-9.13439,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0108,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,106,493239,4653,bati_habitable,EUR,nacional,94,4.23,38.70167,-9.15336,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0109,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T1,apartment,1,57,268142,4704,bati_habitable,EUR,estrangeiro,118,3.95,38.73639,-9.13426,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0110,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T4,apartment,4,170,721611,4245,bati_habitable,EUR,nacional,60,4.95,38.70504,-9.13458,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0111,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T2,apartment,2,64,220269,3442,bati_habitable,EUR,nacional,75,4.14,38.7165,-9.12991,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0112,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T4,apartment,4,130,806415,6203,bati_habitable,EUR,estrangeiro,102,3.61,38.70011,-9.15685,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0113,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,110,699564,6360,bati_habitable,EUR,nacional,96,3.85,38.71874,-9.1474,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0114,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T1,apartment,1,88,527975,6000,bati_habitable,EUR,nacional,83,5.02,38.72228,-9.1544,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0115,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T2,apartment,2,77,314400,4083,bati_habitable,EUR,nacional,36,3.97,38.73652,-9.1384,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0116,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T1,apartment,1,45,271400,6031,bati_habitable,EUR,nacional,87,4.41,38.73419,-9.12922,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0117,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T4,apartment,4,137,676757,4940,bati_habitable,EUR,nacional,77,3.81,38.71961,-9.13831,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0118,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T1,apartment,1,44,188614,4287,bati_habitable,EUR,nacional,51,4.94,38.72438,-9.15707,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0119,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T2,apartment,2,85,304383,3581,bati_habitable,EUR,nacional,109,4.64,38.69974,-9.13365,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0120,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T4,apartment,4,141,540985,3837,bati_habitable,EUR,nacional,122,4.34,38.70887,-9.15603,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0121,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,119,507917,4268,bati_habitable,EUR,nacional,100,4.3,38.72335,-9.15468,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0122,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T1,apartment,1,46,304870,6628,bati_habitable,EUR,nacional,138,5.01,38.72161,-9.15004,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0123,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T2,apartment,2,85,444055,5224,bati_habitable,EUR,nacional,46,5.4,38.73205,-9.13476,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0124,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T4,apartment,4,193,967471,5013,bati_habitable,EUR,nacional,108,4.21,38.72245,-9.14861,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0125,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T1,apartment,1,59,385793,6539,bati_habitable,EUR,estrangeiro,72,4.93,38.71494,-9.14521,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0126,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,107,600590,5613,bati_habitable,EUR,nacional,48,5.27,38.73527,-9.13516,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0127,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T2,apartment,2,69,317797,4606,bati_habitable,EUR,nacional,61,4.08,38.73309,-9.11298,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0128,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T2,apartment,2,84,284107,3382,bati_habitable,EUR,nacional,75,4.11,38.7245,-9.12543,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0129,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T1,apartment,1,44,222990,5068,bati_habitable,EUR,nacional,54,5.04,38.76044,-9.13676,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0130,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,124,363286,2930,bati_habitable,EUR,nacional,97,4.01,38.72636,-9.15242,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0131,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T1,apartment,1,47,304840,6486,bati_habitable,EUR,nacional,53,4.11,38.73593,-9.13804,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0132,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,102,583899,5724,bati_habitable,EUR,estrangeiro,50,4.71,38.71583,-9.14484,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0133,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T4,apartment,4,113,649706,5750,bati_habitable,EUR,nacional,48,4.76,38.73199,-9.13732,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0134,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T2,apartment,2,83,534274,6437,bati_habitable,EUR,nacional,68,4.62,38.68964,-9.13744,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0135,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T2,apartment,2,83,424104,5110,bati_habitable,EUR,nacional,64,5.01,38.74043,-9.15079,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0136,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T2,apartment,2,94,340124,3618,bati_habitable,EUR,nacional,67,5.05,38.68106,-9.14617,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0137,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T2,apartment,2,72,369848,5137,bati_habitable,EUR,estrangeiro,71,5.62,38.73481,-9.16765,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0138,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,103,310159,3011,bati_habitable,EUR,nacional,143,4.79,38.73415,-9.11881,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0139,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T4,apartment,4,110,506280,4603,bati_habitable,EUR,nacional,97,4.65,38.71484,-9.1399,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0140,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,128,397615,3106,bati_habitable,EUR,nacional,124,4.79,38.71232,-9.15177,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0141,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,91,322795,3547,bati_habitable,EUR,nacional,67,5.12,38.73079,-9.15226,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0142,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,118,385869,3270,bati_habitable,EUR,nacional,114,5.49,38.69454,-9.14155,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0143,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T4,apartment,4,139,630856,4539,bati_habitable,EUR,nacional,98,5.16,38.71115,-9.12506,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0144,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T2,apartment,2,99,475238,4800,bati_habitable,EUR,estrangeiro,60,5.23,38.72127,-9.13535,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0145,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T4,apartment,4,139,865437,6226,bati_habitable,EUR,nacional,51,4.41,38.73452,-9.12507,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0146,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T2,apartment,2,79,393676,4983,bati_habitable,EUR,nacional,53,5.24,38.7305,-9.12863,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0147,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,162,710986,4389,bati_habitable,EUR,nacional,100,4.07,38.71619,-9.14702,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0148,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T1,apartment,1,71,376613,5304,bati_habitable,EUR,nacional,65,4.66,38.74677,-9.17287,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0149,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T2,apartment,2,72,422638,5870,bati_habitable,EUR,nacional,100,4.48,38.71016,-9.12997,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0150,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,94,559982,5957,bati_habitable,EUR,nacional,78,4.31,38.71452,-9.13866,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0151,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,122,499989,4098,bati_habitable,EUR,nacional,157,4.26,38.69425,-9.12112,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0152,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,109,616598,5657,bati_habitable,EUR,nacional,41,4.65,38.70806,-9.15468,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0153,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,110,478167,4347,bati_habitable,EUR,nacional,49,5.37,38.72008,-9.13304,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0154,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,104,394446,3793,bati_habitable,EUR,nacional,73,5.08,38.73676,-9.14287,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0155,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T3,apartment,3,132,681163,5160,bati_habitable,EUR,nacional,61,5.17,38.73884,-9.1498,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0156,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T2,apartment,2,66,329998,5000,bati_habitable,EUR,nacional,41,4.75,38.7309,-9.13423,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0157,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T4,apartment,4,107,341292,3190,bati_habitable,EUR,nacional,81,4.27,38.72528,-9.14235,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0158,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T2,apartment,2,75,273757,3650,bati_habitable,EUR,nacional,48,4.88,38.72286,-9.12667,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0159,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T2,apartment,2,83,573320,6907,bati_habitable,EUR,nacional,66,4.43,38.70735,-9.1373,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
PT-ajuda-0160,pt,lisbonne,ajuda,Ajuda,freguesia,Apartamento T1,apartment,1,69,338539,4906,bati_habitable,EUR,nacional,68,5.08,38.71177,-9.13112,2025-Q4,lisbonne/ajuda | median €/m² | as_of 2025-Q4 | domicile_share=proxy | premium=1.00,simule,simule,simule,simule,rapport,true
